customer_id,name,email,age,signup_date,flag_churn
40488,Customer_487,cust487@mail.com,31,2025-08-23,0
40489,Customer_488,cust488@demo.net,71,2020-12-26,1
40490,Customer_489,cust489@mail.com,49,2021-07-04,0
40491,Customer_490,cust490@sample.io,58,2026-04-24,0
40492,Customer_491,cust491@example.com,61,2023-11-05,0
40493,Customer_492,cust492@demo.net,63,2023-06-03,1
40494,Customer_493,cust493@sample.io,45,2020-07-21,0
40495,Customer_494,cust494@sample.io,46,2022-08-22,0
40496,Customer_495,cust495@sample.io,44,2019-02-08,1
40497,Customer_496,cust496@example.com,58,2024-05-31,0
40498,Customer_497,cust497@example.com,41,2026-01-06,0
40499,Customer_498,cust498@test.org,67,2022-03-12,1
40500,Customer_499,cust499@example.com,36,2022-10-10,0
